,id,title,all
560,10477,Driven,rennyharlin kippardue robertseanleonard tilschweiger estellawarren action competition running career idol racingcar
561,1997,Two Brothers,jean-jacquesannaud maïanhle guypearce oanhnguyen jaran'seetao'petcharoen adventure drama family brotherbrotherrelationship lossofbrother cambodia chase tiger governor royalty travellingcircus archaeologist
562,6947,The Village,m.nightshyamalan brycedallashoward joaquinphoenix adrienbrody williamhurt drama mystery thriller secret forest ruralsetting blindness courtship mentallyhandicappedman humannature aura romantic villagecouncil
563,3050,Doctor Dolittle,bettythomas eddiemurphy ossiedavis oliverplatt peterboyle comedy family fantasy talkingtoanimals womandirector
564,2675,Signs,m.nightshyamalan melgibson joaquinphoenix roryculkin abigailbreslin drama thriller sciencefiction mystery symbolism water farm faith alien familyrelationships ruralsetting alieninvasion rural cropcircle alienattack ruralpennsylvania ruralamerica ruralfarm lossoffaith alienencounter
565,809,Shrek 2,andrewadamson mikemyers eddiemurphy camerondiaz julieandrews adventure animation comedy family fantasy prison magic liberation honeymoon parents-in-law kingdom enchantment dancingscene transformation fairy-talefigure
566,920,Cars,johnlasseter owenwilson paulnewman bonniehunt larrythecableguy animation adventure comedy family carrace carjourney villageandtown auto route66 wrecker porsche retirement media friendship sport anthropomorphism losangeles roadmovie aftercreditsstinger duringcreditsstinger
567,4806,Runaway Bride,garrymarshall juliaroberts richardgere joancusack ritawilson comedy romance smalltown self-discovery justmarried reporter wedding relationship
568,7451,xXx,robcohen vindiesel asiaargento samuell.jackson dannytrejo action adventure thriller sportscar biologicalweapon coldwar russian prague mission athlete nsaagent adrenalinejunkie thrillseeker
569,228165,The SpongeBob Movie: Sponge Out of Water,paultibbitt tomkenny billfagerbakke rodgerbumpass clancybrown animation adventure comedy family ocean sea star water comedy sponge spongebob liveactionandanimation
570,3595,Ransom,ronhoward melgibson garysinise delroylindo renerusso action thriller bounty lossofchild yellowpress fbi baby-snatching suspense fbiagent millionaire
571,16869,Inglourious Basterds,quentintarantino bradpitt mélanielaurent christophwaltz eliroth drama action thriller war paris guerrilla cinema selfsacrifice dynamite mexicanstandoff worldwarii jewpersecution jew nazis masochism sadism scalp winstonchurchill knifeinhand antisemitism gore swastika bloodbath germanoccupationoffrance violence gunviolence
572,879,Hook,stevenspielberg robinwilliams dustinhoffman juliaroberts bobhoskins adventure fantasy comedy family flying swordplay sword fantasy peterpan daughter fairy-talefigure rescue
573,1573,Die Hard 2,rennyharlin brucewillis bonniebedelia williamatherton reginaldveljohnson action thriller ambush helicopter journalist basedonnovel airport handgrenade fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshooting terrorism explosion church violence sabotage walkietalkie swatteam airtrafficcontrol commandounit snowmobile
574,9257,S.W.A.T.,clarkjohnson samuell.jackson colinfarrell michellerodriguez llcoolj action thriller crime liberation transportofprisoners specialunit weapon losangeles
575,1903,Vanilla Sky,cameroncrowe tomcruise penélopecruz camerondiaz kurtrussell drama mystery romance sciencefiction thriller amnesia ex-girlfriend virtualreality
576,9697,Lady in the Water,m.nightshyamalan paulgiamatti jeffreywright bobbalaban saritachoudhury drama thriller fantasy mystery fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger
577,395,AVP: Alien vs. Predator,paulw.s.anderson sanaalathan raoulbova ewenbremner colinsalmon adventure sciencefiction action savingtheworld predator laserpointer spacemarine pyramid praise alien xenomorph
578,23398,Alvin and the Chipmunks: The Squeakquel,bettythomas zacharylevi davidcross jasonlee justinlong comedy family animation fantasy music chipmunk cgi basedontvseries aftercreditsstinger duringcreditsstinger womandirector
579,10590,We Were Soldiers,randallwallace melgibson gregkinnear madeleinestowe samelliott action history war vietnamveteran missile vietnamwar army major basedontruestory steelhelmet soldier explosion battle bayonet death vietnamese
580,117263,Olympus Has Fallen,antoinefuqua gerardbutler aaroneckhart angelabassett morganfreeman action thriller whitehouse secretservice terroristattack
581,200,Star Trek: Insurrection,jonathanfrakes patrickstewart jonathanfrakes brentspiner levarburton sciencefiction action adventure thriller spaceopera retribution spacecraftofficer explodingship
582,44943,Battle: Los Angeles,jonathanliebesman aaroneckhart ramónrodríguez willrothhaar coryhardrict action sciencefiction savingtheworld hero marinecorps chaos retirement survivor meteor spaceinvasion alien battlefield survival sergeant losangeles battle danger escapade u.s.marine heroicmission evilalien chaosandmayham
583,587,Big Fish,timburton ewanmcgregor albertfinney billycrudup jessicalange adventure fantasy drama circus fathersonrelationship witch fish fishing loveofone'slife leech storyteller apoplecticstroke fair mermaid cancer relationship youth gentlegiant
584,10395,Wolf,mikenichols jacknicholson christopherplummer jamesspader michellepfeiffer fantasy adultery heal bite werewolf
585,57212,War Horse,stevenspielberg tomhiddleston benedictcumberbatch tobykebbell emilywatson drama war worldwari horse farmlife execution trapped alcoholic cavalry plowing artillery
586,152760,The Monuments Men,georgeclooney mattdamon cateblanchett georgeclooney billmurray war drama history action worldwarii nazis arttheft postworldwarii
587,2756,The Abyss,jamescameron edharris maryelizabethmastrantonio michaelbiehn leoburmester adventure action thriller sciencefiction ocean sea divingsuit flyingsaucer nuclearmissile alienlife-form insanity scubadiving underwater scuba deepsea trappedunderwater  thalassophobia
588,33909,Wall Street: Money Never Sleeps,oliverstone michaeldouglas shialabeouf joshbrolin careymulligan drama crime duringcreditsstinger
589,49017,Dracula Untold,garyshore lukeevans sarahgadon dominiccooper artparkinson horror action drama fantasy war vampire dracula bite battle 15thcentury ottomanempire vlad fangvamp tepes
590,9882,The Siege,edwardzwick denzelwashington annettebening brucewillis tonyshalhoub drama action thriller crime islam muslim carbomb fbiagent
591,2270,Stardust,matthewvaughn clairedanes charliecox michellepfeiffer robertdeniro adventure fantasy romance family witch basedonnovel newlove prince beauty star kingdom wall fallingstar royalty unrequitedlove goodvsevil fratricide
592,978,Seven Years in Tibet,jean-jacquesannaud bradpitt jamyangjamtshowangchuk davidthewlis bdwong adventure drama history buddhism himalaya austria mountains buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountaineer lhasa wedding
593,44564,The Dilemma,ronhoward kevinjames vincevaughn winonaryder jenniferconnelly comedy drama adultery infidelity secret investigation friendship partner love friends dilemma cheatingonpartner bestfriend
594,3132,Bad Company,joelschumacher anthonyhopkins chrisrock peterstormare gabrielmacht action adventure comedy thriller ambush cia assassin nightclub hustler hiddencamera decoy undercoveragent twinbrother deception betrayal mistakenidentity shootout espionage footchase carchase silencer surveillance agent impersonation langleyvirginia oddcouple
595,8814,Doom,andrzejbartkowiak dwaynejohnson karlurban rosamundpike bendaniels adventure action horror teleportation basedonvideogame severedear futurewar wisecrackhumor commandomission
596,8427,I Spy,bettythomas eddiemurphy owenwilson famkejanssen keithdallas action adventure comedy thriller budapest kidnapping boxer secretagent liberationofhostage hostage-taking womandirector
597,52520,Underworld: Awakening,månsmårlind katebeckinsale stephenrea michaelealy theojames fantasy action horror vampire daughter hybrid childvampire werewolf imax labexperiment werewolfchild fangvamp
598,80585,Rock of Ages,adamshankman juliannehough diegoboneta tomcruise alecbaldwin comedy drama music romance musical rocker teenager younglove rocksta
599,10592,Hart's War,gregoryhoblit brucewillis colinfarrell terrencehoward marceliureș drama war blackpeople worldwarii prisonersofwar u.s.army war escape tribunal trial soldier militarytribunal xenophobia
600,49021,Killer Elite,garymckendry jasonstatham cliveowen robertdeniro dominicpurcell action adventure thriller rescue
601,11535,Rollerball,johnmctiernan chrisklein llcoolj rebeccaromijn naveenandrews action sciencefiction thriller manager arena dystopia wrestling sport roller-skating motorcycleracing rollerskating futuresport
602,10550,Ballistic: Ecks vs. Sever,wychkaosayananda antoniobanderas lucyliu gregghenry raypark action adventure thriller lossoffamily enemy adversary agent
603,11258,Hard Rain,mikaelsalomon morganfreeman christianslater randyquaid minniedriver thriller sheriff rain evacuation armoredcar crook hoodlum
604,12610,Osmosis Jones,bobbyfarrelly chrisrock laurencefishburne davidhydepierce brandynorwood adventure animation action comedy family cold flu lethalvirus constructionworker
605,59981,Legends of Oz: Dorothy's Return,danst.pierre leamichele danaykroyd patrickstewart hughdancy animation music family 
606,201088,Blackhat,michaelmann chrishemsworth leehomwang tangwei violadavis crime drama mystery terrorist technology antihero hacker computervirus nationalsecurityagency(nsa) raceagainsttime computer malaysia nuclearpowerplant suspense betrayal conspiracy ontherun fugitive shootout hacking terrorism catandmouse oneagainstmany computerhacker noopeningcredits terroristplot stockexchange cybercrime cyberterrorism chinesemilitary cyberterrorist cyberthriller
607,5137,Sky Captain and the World of Tomorrow,kerryconran judelaw gwynethpaltrow giovanniribisi angelinajolie mystery action thriller sciencefiction adventure londonengland himalaya journalist killerrobot computerwar robot
608,3093,Basic Instinct 2,michaelcaton-jones sharonstone davidmorrissey charlotterampling davidthewlis crime mystery thriller malenudity sex legs soholondon playinggod jacuzzi
609,107846,Escape Plan,mikaelhåfström sylvesterstallone arnoldschwarzenegger jimcaviezel vinniejones action thriller prison muslim ship mystery sciencefiction escape crime prisonescape ciaagent
610,188207,The Legend of Hercules,rennyharlin kellanlutz liammcintyre gaiaweiss scottadkins action adventure mythology zeus ancientgreece demigod cityofargos mistakenparentage
611,4614,The Sum of All Fears,philaldenrobinson benaffleck morganfreeman jamescromwell kenjenkins thriller action drama cia terrorist atomicbomb coldwar nuclearexplosion jackryan
612,24021,The Twilight Saga: Eclipse,davidslade kristenstewart robertpattinson taylorlautner ashleygreene adventure fantasy drama romance vampire graduation bite immortality werewolf fangvamp
613,11371,The Score,frankoz robertdeniro edwardnorton marlonbrando angelabassett action crime thriller quebec jewel scepter customshouse jewelryheist blueprint assumedidentity schematic voiceover surveillancecamera onelastjob
614,20352,Despicable Me,pierrecoffin stevecarell jasonsegel russellbrand julieandrews animation family adoptivefather orphanage life'sdream rivalry stealing ballet littlegirl orphan fatherdaughterrelationship tomboy mothersonrelationship intelligent kids evildoctor duringcreditsstinger minions supervillain 3d despicable cattivissimo
615,11517,Money Train,josephruben wesleysnipes woodyharrelson jenniferlopez robertblake action comedy crime brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery
616,214756,Ted 2,sethmacfarlane markwahlberg sethmacfarlane amandaseyfried jessicabarth comedy spermbank sequel buddy courthouse teddybear aftercreditsstinger toycomestolife married
617,26428,Agora,alejandroamenábar rachelweisz maxminghella oscarisaac ashrafbarhom adventure drama history christianity philosophy egypt newlove war cult historicalfigure history swordfight ancientworld destiny fallinlove hypatia misogyny persecution libraryofalexandria politicalunrest impossiblelove falsehistory powerrelations unfulfillment masterandservant loveandromance unfulfilledlove
618,9824,Mystery Men,kinkausher benstiller geoffreyrush claireforlani williamh.macy adventure fantasy action comedy sciencefiction bowling hostage sphinx training insaneasylum tools frankenstein casanova superhero basedoncomicbook independentfilm comedy spoof skull shovel disco superherospoof invisibleman darkhorsecomics invisibility rajah bowlingball spleen evilgenius
619,48988,Hall Pass,bobbyfarrelly owenwilson jasonsudeikis jennafischer christinaapplegate comedy wifehusbandrelationship daydream marriage freedom friends
620,9008,The Insider,michaelmann alpacino russellcrowe christopherplummer dianevenora drama thriller spy newspaper research interview tobacco insider conspiracytheory reporter whistleblower columbiabroadcastingsystem(cbs) tobaccoindustry
621,300673,The Finest Hours,craiggillespie chrispine caseyaffleck benfoster ericbana action drama history thriller coastguard basedontruestory survival rescuemission stormatsea sinkingship 1950s 3d
622,12113,Body of Lies,ridleyscott leonardodicaprio russellcrowe markstrong alisuliman action drama thriller terror falselyaccused basedonnovel dyinganddeath jordan dubai intelligenceagency beating
623,38778,Dinner for Schmucks,jayroach stevecarell paulrudd stephanieszostak jemaineclement comedy mouse idiot mindcontrol taxidermy aftercreditsstinger duringcreditsstinger
624,72331,Abraham Lincoln: Vampire Hunter,timurbekmambetov benjaminwalker dominiccooper anthonymackie maryelizabethwinstead action fantasy horror usapresident vampire steamlocomotive americancivilwar 19thcentury abrahamlincoln 3d
625,1844,Entrapment,"jonamiel seanconnery catherinezeta-jones willpatton maurychaykin romance drama mystery londonengland newyear'seve skyscraper burglar distrust undercover blackmail nudity thief heist oldermanyoungerwomanrelationship artthief criminal arttheft millennium manhattan,newyorkcity gala kualalumpurmalaysia"
626,846,The X Files,robbowman davidduchovny gilliananderson mitchpileggi williamb.davis mystery sciencefiction thriller bomb helicopter secret obsession extraterrestrialtechnology fbi spacemarine mutation secretsociety secretorganization secretlab x-files government
627,9703,The Last Legion,douglefler colinfirth benkingsley aishwaryaraibachchan petermullan action adventure fantasy war romanempire emperor ancientrome westernromanempire ancientworld juliuscaesar
628,857,Saving Private Ryan,stevenspielberg tomhanks mattdamon vindiesel tomsizemore drama history war warcrimes selfsacrifice warveteran worldwarii warship airplane bravery normandy parachute troops waffenss omahabeach army cowardice americanflag warmemorial desertedtown military 1940s
629,136797,Need for Speed,scottwaugh aaronpaul dominiccooper imogenpoots ramimalek action crime drama thriller streetrace supercars superspeed car basedonvideogame duringcreditsstinger 3d
630,3981,What Women Want,nancymeyers helenhunt melgibson marisatomei laurenholly comedy romance women telepathy supernaturalpowers advertisingexecutive womandirector
631,425,Ice Age,chriswedge rayromano johnleguizamo denisleary goranvisnjic animation comedy family adventure humanevolution parentskidsrelationship squirrel ice lossofchild mammoth sloth dyinganddeath stoneage prehistoric saber-toothedtiger cavemen prehistoriccreature prehistoricadventure prehistorictimes prehistoricman
632,6171,Dreamcatcher,lawrencekasdan morganfreeman thomasjane jasonlee damianlewis drama horror sciencefiction thriller religionandsupernatural
633,72976,Lincoln,stevenspielberg danielday-lewis sallyfield davidstrathairn josephgordon-levitt history drama usapresident speech battlefield familyconflict mourning americancivilwar culturalconflict basedontrueevents battleofgettysburg secession presidentialcabinet gettysburgaddress conflagration ethicaldilemma emancipation abrahamlincoln
634,603,The Matrix,lillywachowski keanureeves laurencefishburne carrie-annemoss hugoweaving action sciencefiction savingtheworld artificialintelligence manvsmachine philosophy prophecy martialarts selfsacrifice fight insurgence virtualreality dystopia truth cyberpunk womandirector messiah gnosticism
635,568,Apollo 13,ronhoward tomhanks billpaxton kevinbacon garysinise drama moon florida nasa spaceman raceagainsttime houston basedontruestory space rescue survival disaster explosion astronaut imax saturnvrocket courage hypothermia apolloprogram capekennedy lunarmission spacecraftaccident
636,9021,The Santa Clause 2,michaellembeck timallen elizabethmitchell davidkrumholtz ericlloyd fantasy comedy family holiday christmasparty home santaclaus magic toy wish son sequel savingchristmas christmas
637,82695,Les Misérables,tomhooper hughjackman russellcrowe annehathaway amandaseyfried drama music romance france robbery brothel mayor star musical arrest army rebellion wedding fallinginlove corpse parole convict girldisguisedasboy
638,9489,You've Got Mail,noraephron tomhanks megryan katiesagona gregkinnear comedy romance romanticcomedy onlinedating womandirector
639,12133,Step Brothers,adammckay willferrell johnc.reilly marysteenburgen richardjenkins comedy becominganadult autonomy childhoodtrauma hostility stepbrother slacker manchild aftercreditsstinger duringcreditsstinger
640,9342,The Mask of Zorro,martincampbell antoniobanderas anthonyhopkins catherinezeta-jones stuartwilson action adventure california spy hero horsebackriding swordfight revenge
641,41733,Due Date,toddphillips robertdowneyjr. zachgalifianakis michellemonaghan jamiefoxx comedy drama highway slacker hitchhiker wallet sunglasses reststop vicodin waffle
642,227306,Unbroken,angelinajolie jacko'connell domhnallgleeson garretthedlund miyavi drama war worldwarii prisonersofwar biography sport war athlete womandirector olympicathlete
643,5551,Space Cowboys,clinteastwood clinteastwood tommyleejones donaldsutherland jamesgarner action adventure thriller nasa spacetravel astronaut elderly
644,9350,Cliffhanger,rennyharlin sylvesterstallone johnlithgow michaelrooker janineturner action adventure thriller rockymountains airplane hijacking suitcase climbing heist money snow mountainclimbing mountain
645,9208,Broken Arrow,johnwoo johntravolta christianslater samanthamathis delroylindo action adventure drama thriller helicopter river captain underground mexicanstandoff countdown pilot fistfight canyon major betrayal gunfight train explosion parkranger desert military nucleardevice boxing stealthaircraft abandonedmine humvee
646,4244,The Kid,jonturteltaub brucewillis spencerbreslin emilymortimer lilytomlin fantasy comedy family agedifference midlifecrisis suppressedpast self-awareness childhoodmemory humor changingthepastorfuture
647,1852,World Trade Center,oliverstone nicolascage mariabello maggiegyllenhaal michaelpeña drama history thriller terror runaway alarmclock hero firemen fireengine waronterror rescue marine hospital trapped rubble rescueteam
648,11820,Mona Lisa Smile,mikenewell juliaroberts kirstendunst juliastiles maggiegyllenhaal drama romance faculty arthistory rowing schoolnurse femininity teacherhero womensissues
649,76493,The Dictator,larrycharles sachabaroncohen sayedbadreya aasifmandvi meganfox comedy kurdish
650,345,Eyes Wide Shut,stanleykubrick tomcruise nicolekidman madisoneginton jackiesawiris mystery drama lifeanddeath sexualobsession freelove heterosexual christmasparty eroticism orgy maskedball marijuana illegalprostitution
651,196867,Annie,willgluck quvenzhanéwallis jamiefoxx rosebyrne camerondiaz comedy drama family musical orphan fosterchild
652,256591,Focus,glennficarra willsmith margotrobbie rodrigosantoro roberttaylor romance comedy crime drama seduction conman femmefatale deception rivalry conartist
653,59962,This Means War,mcg reesewitherspoon chrispine tomhardy lauravandervoort action comedy romance lovetriangle friendship dating sushibar explodingairplane onlinedating stable karateclass dogshelter
654,36648,Blade: Trinity,davids.goyer wesleysnipes kriskristofferson dominicpurcell jessicabiel sciencefiction action horror thriller adventure fantasy fbi dracula fistfight vampirehunter superhero basedoncomicbook martialartsmaster motorcycle katanasword blade lossoffriend supervillain vampireslayer fastmotionscene femalevampire
655,1880,Red Dawn,johnmilius patrickswayze c.thomashowell leathompson darrendalton action thriller guerrilla colorado invasion anti-communism nearfuture redarmy
656,9440,Primary Colors,mikenichols johntravolta emmathompson billybobthornton kathybates comedy drama whitehouse usapresident presidentialelection scandal georgew.bush extramaritalaffair
657,71679,Resident Evil: Retribution,paulw.s.anderson millajovovich siennaguillory michellerodriguez aryanaengineer action horror sciencefiction mutant dystopia sequel conspiracy tokyojapan zombie basedonvideogame moscow handtohandcombat virus plague pandemic megacorporation
658,10483,Death Race,paulw.s.anderson jasonstatham joanallen ianmcshane tyresegibson action thriller sciencefiction carrace dystopia matteroflifeanddeath prisonguard carsetonfire escapefromprison explodingbuilding vehiclecombat carcrash violence
659,11412,The Long Kiss Goodnight,rennyharlin geenadavis samuell.jackson yvonnezima craigbierko crime action mystery thriller assassination amnesia hostage chase darkcomedy teacher escape singlemother timebomb candlelightvigil rogueagent streetshootout exciaagent christmasparade
660,11983,Proof of Life,taylorhackford megryan russellcrowe davidmorse pamelareed action adventure drama romance thriller hostage newlove suspense agent
661,6795,Zathura: A Space Adventure,jonfavreau jonahbobo joshhutcherson daxshepard kristenstewart family fantasy sciencefiction adventure adventure house alien giantrobot outerspace astronaut
662,550,Fight Club,davidfincher edwardnorton bradpitt meatloaf jaredleto drama supportgroup dualidentity nihilism rageandhate insomnia dystopia violence
663,11170,We Are Marshall,mcg matthewmcconaughey matthewfox anthonymackie davidstrathairn drama americanfootball 1970s trainer college sport
664,9292,Hudson Hawk,michaellehmann brucewillis dannyaiello andiemacdowell jamescoburn action adventure comedy vatican leonardodavinci painting masterthief
665,10783,Lucky Numbers,noraephron johntravolta lisakudrow timroth edo'neill action adventure comedy crime romance thriller weatherforecast tvstation weather lottery wettermann debt womandirector
666,100241,"I, Frankenstein",stuartbeattie aaroneckhart yvonnestrahovski billnighy jaicourtney horror thriller soul queen antihero fantasy prince supernatural frankenstein goodvsevil gargoyles fighting demon dark imax 3d
667,257,Oliver Twist,romanpolanski barneyclark benkingsley jamieforeman harryeden crime drama family londonengland childabuse streetgang runaway childlabour children'shome orphanage thief violence goodandbad child
668,9947,Elektra,robbowman jennifergarner goranvisnjic willyunlee cary-hiroyukitagawa action fantasy martialarts basedoncomicbook femaleassassin spinoff
669,189,Sin City: A Dame to Kill For,robertrodriguez mickeyrourke jessicaalba joshbrolin josephgordon-levitt crime thriller detective dystopia dominatrix murder suspense twins basedongraphicnovel darkhorsecomics neo-noir 3d
670,12618,Random Hearts,sydneypollack harrisonford kristinscottthomas charless.dutton bonniehunt drama romance infidelity politician airplanecrash death deathofhusband policesergeant deathofwife
671,253412,Everest,baltasarkormákur jasonclarke jakegyllenhaal joshbrolin johnhawkes adventure drama mountains snowstorm hiking climbing snow death blizzard mountainclimbing basedontrueevents mounteverest 3d
672,1427,Perfume: The Story of a Murderer,tomtykwer benwhishaw simonchandler davidcalder richardfelix crime fantasy drama paris femalenudity prostitute smalltown obsession orgy badsmell nudity lonewolf lavender nose childprodigy fishmarket daughter supernatural genius children'shome death perfume
673,818,Austin Powers in Goldmember,jayroach mikemyers beyoncéknowles sethgreen michaelyork comedy crime sciencefiction savingtheworld submarine brotherbrotherrelationship clone spy helicopter gold submachinegun asteroid undercover belgium dutch carjourney nightclub laser sumoringer familyhistory auto clowning overweightman conciliation jamesbondspoof duringcreditsstinger
674,16577,Astro Boy,davidbowers nicolascage kristenbell billnighy donaldsutherland animation action family sciencefiction superhero
675,329,Jurassic Park,stevenspielberg samneill lauradern jeffgoldblum richardattenborough adventure sciencefiction exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark
676,12160,Wyatt Earp,lawrencekasdan kevincostner dennisquaid genehackman davidandrews drama action western gunslinger gambling sheriff deputysheriff wretch wyattearp historicalfigure docholliday
677,9331,Clear and Present Danger,phillipnoyce harrisonford willemdafoe annearcher joaquimdealmeida action drama thriller assassination spy ambush cia helicopter basedonnovel usapresident sniper fbi colombia drugtraffic bomber missionofmurder mercenary insurgence coastguard spying war carbomb drugcartel conspiracy shootout infantry violence jackryan politicalcover-up
678,300168,Dragon Blade,daniellee jackiechan johncusack adrienbrody sharnivinson action drama adventure 
679,9072,Little Man,keenenivorywayans marlonwayans shawnwayans kerrywashington johnwitherspoon comedy crime baby adoption marriedcouple smallperson criminal
680,3536,U-571,jonathanmostow matthewmcconaughey billpaxton harveykeitel jonbonjovi action drama thriller war submarine worldwarii northatlantic mission
681,9087,The American President,robreiner michaeldouglas annettebening michaelj.fox martinsheen comedy drama romance whitehouse usapresident newlove widower wildlifeconservation
682,12177,The Love Guru,marcoschnabel mikemyers jessicaalba justintimberlake romanymalco comedy romance sport icehockey guru comedy bollywood india spiritualist brokenheart self-help stanleycup chastity ashram expert
683,12138,3000 Miles to Graceland,demianlichtenstein kurtrussell kevincostner courteneycox christianslater action adventure comedy thriller crime casino submachinegun hold-uprobbery elvis referencetoelvispresley duringcreditsstinger
684,273248,The Hateful Eight,quentintarantino samuell.jackson kurtrussell jenniferjasonleigh waltongoggins crime drama mystery western bountyhunter wyoming mountains narration hangman stagecoach blizzard postcivilwar
685,9955,Blades of Glory,joshgordon willferrell jonheder willarnett amypoehler action comedy drama competition olympicgames sport rivalry iceskating
686,50359,Hop,timhill russellbrand jamesmarsden kaleycuoco hankazaria animation comedy family coupd'etat slacker easter easterbunny aftercreditsstinger liveactionandanimation
687,1271,300,zacksnyder gerardbutler lenaheadey dominicwest davidwenham action adventure war evisceration javelin shield army fallfromheight ancientworld s.a.t. minions
688,693,Meet the Fockers,jayroach benstiller teripolo robertdeniro dustinhoffman comedy romance cia parentskidsrelationship florida anti-authoritarianupbringing jew parents-in-law orderly justmarried sextherapy badfather-in-law family illegitimateson
689,14306,Marley & Me,davidfrankel owenwilson jenniferaniston ericdane kathleenturner comedy family journalist basedonnovel puppy dog duringcreditsstinger columnist animallead
690,497,The Green Mile,frankdarabont tomhanks michaelclarkeduncan davidmorse bonniehunt fantasy drama crime southernusa blackpeople mentallydisabled basedonnovel heal deathrow jailguard greatdepression prisonguard electricchair magicrealism healing deathrowinmate 1930s
691,11199,Wild Hogs,waltbecker timallen johntravolta martinlawrence williamh.macy action adventure comedy midlifecrisis roadtrip politicallyincorrect motorcyclegang bikerfilm awkwardness travelwriter middleage middleagedman
692,9982,Chicken Little,markdindal zachbraff joancusack danmolina stevezahn animation family comedy fish smalltown spacemarine chicken alien bestfriend alieninvasion animal duringcreditsstinger 3d
693,210577,Gone Girl,davidfincher benaffleck rosamundpike carriecoon neilpatrickharris mystery thriller drama basedonnovel marriagecrisis disappearance cheatinghusband missingperson searchparty criminallawyer wifemurder murdersuspect missingwife
694,2501,The Bourne Identity,dougliman mattdamon frankapotente chriscooper cliveowen action drama mystery thriller paris barcelonaspain assassin basedonnovel secretidentity amnesia sniper passport missionofmurder lovers escape shootout footchase cellphone carchase multipleidentities surveillancecamera hamburggermany fishingboat langleyvirginia safedepositbox flashback handtohandcombat
695,710,GoldenEye,martincampbell piercebrosnan seanbean izabellascorupco famkejanssen adventure action thriller cuba falselyaccused secretidentity computervirus secretbase secretintelligenceservice kgb satellite specialcar cossack electromagneticpulse timebomb st.petersburgrussia ejectionseat redarmy
696,2275,The General's Daughter,simonwest johntravolta madeleinestowe jamescromwell timothyhutton crime drama mystery thriller suicide detective basedonnovel bondage general paranoia nudity u.s.army investigation politics cover-up murder betrayal conspiracy gangrape fatherdaughterrelationship videotape militarylaw
697,37165,The Truman Show,peterweir jimcarrey lauralinney noahemmerich nataschamcelhone comedy drama claustrophobia hiddencamera dystopia realityshow makebelieve pretend
698,9837,The Prince of Egypt,simonwells valkilmer ralphfiennes patrickstewart michellepfeiffer adventure animation drama family music moses egypt pyramid exodus kingdom governance ancientegypt hebrew pharaoh womandirector
699,10708,Daddy Day Care,stevecarr eddiemurphy jeffgarlin stevezahn reginaking comedy family competition success kindergarten children unemployment
700,136400,2 Guns,baltasarkormákur denzelwashington markwahlberg paulapatton billpaxton action comedy crime undercover undercoveragent basedoncomicbook money fugitive bankrobbery deaagent
701,10992,Cats & Dogs,lawrenceguterman jeffgoldblum elizabethperkins alexanderpollock miriammargolyes comedy family fight governance puppy allergy 3d
702,9654,The Italian Job,f.garygray markwahlberg charlizetheron edwardnorton sethgreen action crime venice california trainstation helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist doublecrossed fastcars boatchase losangeles explosion convict fatherdaughterrelationship carchase tvnews hollywoodsign televisionrepair minicooper
703,2642,Two Weeks Notice,marclawrence sandrabullock hughgrant aliciawitt danaivey romance comedy newyork parishhall romanticcomedy lawyer billionaire environmentallaw
704,8916,Antz,ericdarnell woodyallen danaykroyd annebancroft dannyglover adventure animation comedy family general hero worker ant work assignment war princess soldier individuality friend
705,19899,Couples Retreat,peterbillingsley vincevaughn malinåkerman jasonbateman kristenbell comedy romance island marriedcouple yoga tahiti couplestherapy beautifulwoman tropical aftercreditsstinger duringcreditsstinger frenchpolynesia polynésiefrançaise
706,2119,Days of Thunder,tonyscott tomcruise robertduvall nicolekidman randyquaid adventure stock-car-race daytona carcrash
707,9641,Cheaper by the Dozen 2,adamshankman stevemartin eugenelevy bonniehunt tomwelling comedy holiday lake bigfamily father laborpain rivalry familyholiday
708,294254,Maze Runner: The Scorch Trials,wesball dylano'brien kayascodelario thomasbrodie-sangster giancarloesposito action basedonnovel resistance maze post-apocalyptic dystopia infection ontherun escape zombie storm disease desert sewer antidote corporation virus runner cityruin immunity
709,38167,Eat Pray Love,ryanmurphy juliaroberts jamesfranco javierbardem billycrudup drama indonesia femaleprotagonist india divorce bali
710,5994,The Family Man,brettratner nicolascage téaleoni doncheadle saulrubinek comedy drama romance fantasy workaholic secondchance guardianangel christmas careervsfamily lifereprioritizing
711,39514,RED,robertschwentke brucewillis johnmalkovich helenmirren mary-louiseparker action adventure comedy crime thriller cia retirement shottodeath sniperrifle retired femalespy alarm
712,9563,Any Given Sunday,oliverstone alpacino camerondiaz dennisquaid jameswoods drama americanfootball trainer training americanfootballcoach sport americanfootballstadium
713,547,The Horse Whisperer,robertredford robertredford kristinscottthomas samneill scarlettjohansson drama romance lovetriangle newyork montana attachmenttonature confidence horsebackriding horse ridingaccident careerwoman ranch horsewhisperer trauma countrylife marriagecrisis crisis travel motherdaughterrelationship animal nature
